lemma,frequency,gloss_source,gloss,hdbscan_cluster,hdbscan_label,ward_12,ward_12_label,ward_25,ward_25_label,ward_50,ward_50_label,ward_100,ward_100_label
ἐρωέω,11,lsj,"rush, rush forth; started back; escape harm; draw back",62,"wander, roam, harm, away",8,"flee, pass, away, drive",17,"pass, lead, come, throw",30,"pass, lead, come, throw",57,"drive, pass, rush, path"
ἀπηνής,11,lsj,"ungentle, rough, hard; cruel; cruel thoughts; hard",111,"hateful, hated, ruthless, terrible",10,"wound, destroy, slay, kill",21,"wound, destroy, slay, cut",41,"destiny, dishonour, wretched, hateful",79,"destiny, wretched, hateful, wrath"
βένθος,11,lsj,depth,116,"earth, ground, surface, deep",2,"chamber, sleep, sit, bed",6,"chamber, house, ground, inner",7,"chamber, house, ground, mountain",16,"ground, trench, earth, dug"
δωδέκατος,11,lsj,twelfth,50,"years, tenth, period, ninth",1,"son, chariot, lord, old",1,"troy, athens, trojan, phthia",1,"troy, trojan, athens, thebes",2,"tenth, eleventh, number, seven"
εὔδμητος,11,lsj,well-built,73,"wrought, good dwell, poised, built",9,"desire, noble, strength, easy",20,"noble, strength, swift, little",37,"noble, wrought, glorious, splendid",72,"noble, wrought, glorious, splendid"
ποτός,11,lsj,"drunk, for drinking; that which one drinks, drink; drink; drinking water",28,"wine, drink, mix, lesbos",6,"wind, water, pour, sea",14,"wind, sea, stream, water",24,"sea, stream, wine, water",48,"stream, wine, water, drink"
Ἑκάεργος,11,lsj,nine,50,"years, tenth, period, ninth",1,"son, chariot, lord, old",1,"troy, athens, trojan, phthia",1,"troy, trojan, athens, thebes",2,"tenth, eleventh, number, seven"
Οὐρανίωνες,11,lsj,"the heavenly ones, gods; children of Uranos",104,"olympus, phthia, cronos, ares",1,"son, chariot, lord, old",3,"divine, honour, zeus, wonder",3,"divine, honour, zeus, god",7,"divine, zeus, god, holy"
ἔνειμι,11,lsj,sum; to be in; to be among; is in,-1,(outlier),11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",43,"know, appear, perceive, look",84,"watch, count, sum, visit"
πρόπας,11,lsj,all; long; together; utterly,57,"just, exceedingly, altogether, greater",9,"desire, noble, strength, easy",20,"noble, strength, swift, little",35,"like, resembling, mighty, sort",69,"great, mighty, sort, exceedingly"
πραπίδες,11,lsj,"midriff, diaphragm; understanding, mind; heart",-1,(outlier),9,"desire, noble, strength, easy",19,"desire, wish, love, want",34,"love, heart, sweet, warm",66,"heart, love, affection, desire"
πολυκλήις,11,lsj (relaxed match),with many benches,-1,(outlier),4,"spear, bronze, eat, silver",9,"spear, bronze, breast, arrow",11,"breast, thigh, knee, arm",26,"breast, thigh, knee, arm"
ψεῦδος,11,lsj,"falsehood, lie; lie; deceit; false conclusion, fallacy",90,"true, trusty, truth, cheat",11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",46,"rejoice, care, heed, counsel",90,"trusty, cheat, truth, trusted"
ἄνθος,11,lsj,"blossom, flower; the chaplets of flowers; anything thrown out upon the surface, eruption; froth",21,"golden, robe, flowers, soft",4,"spear, bronze, eat, silver",10,"eat, tree, heracles, meal",17,"tree, barley, garden, wood",36,"tree, wood, barley, garden"
ὑπένερθε,11,lsj,"underneath; under the earth, in the nether world; under, beneath",93,"set, beneath, lowest, high",7,"come, return, near, arrive",15,"near, nigh, far, hand",25,"beneath, lowest, hindmost, atop",49,"beneath, lowest, high, aloft"
βασιλεύω,11,lsj,"to be king, rule, reign; was king; reigned as queen; to have become king",101,"lord, queen, master, ruler",1,"son, chariot, lord, old",4,"chariot, lord, guest, master",5,"chariot, lord, shield, master",12,"lord, king, master, leader"
ἠχή,11,lsj,"sound, noise; cry; wail; rumour, talk",41,"voice, sound, speech, hear",12,"shout, speak, rouse, speech",25,"speak, speech, voice, address",50,"speak, speech, voice, address",100,"speech, voice, speak, clear"
στείχω,11,lsj,"walk, march, go; come; towards; go to, approach",-1,(outlier),8,"flee, pass, away, drive",17,"pass, lead, come, throw",30,"pass, lead, come, throw",57,"drive, pass, rush, path"
ἀλαπάζω,11,lsj,"empty, drain, exhaust; sack, plunder; overpower, destroy",80,"destroy, waste, bane, sack",10,"wound, destroy, slay, kill",21,"wound, destroy, slay, cut",39,"slay, kill, destroy, waste",75,"waste, destroy, sack, perish"
ἀφραδία,11,lsj,"folly, thoughtlessness",128,"vain, fruitless, useless, idle",10,"wound, destroy, slay, kill",21,"wound, destroy, slay, cut",41,"destiny, dishonour, wretched, hateful",79,"destiny, wretched, hateful, wrath"
αἰπόλος,11,lsj,goatherd,135,"herd, serpent, boar, wolf",4,"spear, bronze, eat, silver",9,"spear, bronze, breast, arrow",14,"bronze, silver, hollow, gold",33,"lycia, stone, grind, goblet"
ἀμφιέπω,11,lsj,"go about, be all round; crowns; beset, press hard; to be busy about, look after",99,"haste, eager, furiously, rage",11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",46,"rejoice, care, heed, counsel",89,"care, rejoice, heed, attempt"
τραχύς,11,lsj,jagged; prickly; rugged; rough,72,"sharp, keen, smooth, rugged",9,"desire, noble, strength, easy",20,"noble, strength, swift, little",36,"swift, little, haste, eager",71,"little, softly, firm, small"
λίμνη,11,lsj,"pool of standing water; marshy lake, mere; artificial pool; basin",38,"stream, water, river, spring",6,"wind, water, pour, sea",14,"wind, sea, stream, water",24,"sea, stream, wine, water",48,"stream, wine, water, drink"
νόθος,11,lsj,"bastard, baseborn; child of a citizen father and an alien mother; temple-attendants; cross-bred",121,"race, descent, father, family",1,"son, chariot, lord, old",2,"old, mother, son, wife",2,"old, son, mother, wife",5,"son, child, mother, father"
Ἑλλήσποντος,11,lsj,Hellespont; sea of Helle; the Dardanelles; the adjacent country,130,"sea, stillness, gulf, calm",1,"son, chariot, lord, old",1,"troy, athens, trojan, phthia",1,"troy, trojan, athens, thebes",1,"troy, trojan, athens, thebes"
ἐρωή,11,lsj,"quick motion, rush, force; throw; the force; swing",117,"leap, rush, run, chase",12,"shout, speak, rouse, speech",23,"rouse, stir, anger, fight",48,"rouse, stir, dance, song",95,"spring, dart, rush, leap"
ἐρικυδής,11,lsj,"very famous, glorious; a splendid",81,"glorious, noble, famous, renowned",9,"desire, noble, strength, easy",20,"noble, strength, swift, little",37,"noble, wrought, glorious, splendid",72,"noble, wrought, glorious, splendid"
ἀρχή,11,lsj,"beginning, origin; a foundation; source; the beginning",-1,(outlier),11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",44,"ask, inquire, pay, prize",85,"prize, gain, win, contest"
γῆ,11,lsj,earth; heaven; land; sea,116,"earth, ground, surface, deep",5,"day, funeral, black, cloud",12,"funeral, long, day, time",20,"funeral, dead, snow, kindle",42,"star, olympus, heaven, middle"
πῶυ,11,lsj,flock,58,"crowded, people, pile, heaps",3,"meet, bind, round, stretch",8,"meet, bind, ready, gather",10,"meet, gather, pick, assembly",25,"meet, gather, assembly, face"
ποινή,11,lsj,"bloodmoney, were-gild, fine; price paid, satisfaction, requital, penalty; in return for; satisfaction for",30,"pay, price, debt, obligation",11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",44,"ask, inquire, pay, prize",87,"pay, debt, receive, price"
οἶτος,11,lsj,"fate, doom; lot; ibo",49,"destiny, doom, fate, destined",10,"wound, destroy, slay, kill",21,"wound, destroy, slay, cut",41,"destiny, dishonour, wretched, hateful",79,"destiny, wretched, hateful, wrath"
ἀσπιστής,11,lsj,"one armed with a shield, warrior; shield",115,"hide, cover, shield, conceal",1,"son, chariot, lord, old",4,"chariot, lord, guest, master",5,"chariot, lord, shield, master",13,"shield, ranks, warrior, men"
μῆλον2,11,lsj (homograph 2),"apple; treefruit; crab, Pyrus acerba; apricot, Prunus armeniaca",109,"tree, wood, garden, fir",4,"spear, bronze, eat, silver",10,"eat, tree, heracles, meal",17,"tree, barley, garden, wood",36,"tree, wood, barley, garden"
ὁμοίιος,11,lsj,distressing; common to all; impartial,79,"grieving, distressed, wretched, pity",10,"wound, destroy, slay, kill",21,"wound, destroy, slay, cut",42,"wound, cut, tears, toil",81,"toil, tears, pain, distressed"
ἐφοπλίζω,11,lsj,"get ready; we will get ready our; fit out, equip, make ready; arm against",14,"ready, make, order, prepare",3,"meet, bind, round, stretch",8,"meet, bind, ready, gather",9,"bind, ready, fast, make",23,"ready, bind, fast, make"
ἀντάω,11,lsj,"come opposite to, meet face to face, meet with; meet; she reached, went up to; meet with, take part in, partake in",11,"meet, face, fall, partake",3,"meet, bind, round, stretch",8,"meet, bind, ready, gather",10,"meet, gather, pick, assembly",25,"meet, gather, assembly, face"
ἱππηλάτης,11,agwn,"the smallest whole number or a numeral representing this number: ""he has the one but will need a two and three to go wit",55,"fifth, half, fourth, thrice",1,"son, chariot, lord, old",1,"troy, athens, trojan, phthia",1,"troy, trojan, athens, thebes",2,"tenth, eleventh, number, seven"
ἀτασθαλία,11,lsj,"presumptuous sin, recklessness, wickedness",111,"hateful, hated, ruthless, terrible",10,"wound, destroy, slay, kill",21,"wound, destroy, slay, cut",41,"destiny, dishonour, wretched, hateful",79,"destiny, wretched, hateful, wrath"
ἑτέρωσε,11,lsj,"to the other side; on one side; on the other side; elsewhither, aside",60,"hand, left, right, sides",3,"meet, bind, round, stretch",7,"round, stretch, straight, turn",8,"round, straight, stretch, turn",19,"straight, right, hand, opposite"
κρόταφος,11,lsj,"side of the forehead; temples; side edge, profile; sideways, horizontally",119,"helmet, head, peak, brim",4,"spear, bronze, eat, silver",9,"spear, bronze, breast, arrow",13,"helmet, hair, head, cloth",30,"hair, helmet, head, face"
πελεμίζω,11,lsj,"shake, cause to quiver; tremble; struggle at; to be shaken, tremble, quake",24,"silence, shake, tremble, softly",12,"shout, speak, rouse, speech",23,"rouse, stir, anger, fight",48,"rouse, stir, dance, song",96,"rouse, stir, shake, tremble"
κατάγω,11,lsj,lead down; into the nether world; bring down; draw down,-1,(outlier),3,"meet, bind, round, stretch",7,"round, stretch, straight, turn",8,"round, straight, stretch, turn",22,"draw, raise, drag, stand"
ὀξυόεις,11,lsj,"with beechen shaft, beechen",-1,(outlier),4,"spear, bronze, eat, silver",9,"spear, bronze, breast, arrow",12,"spear, arrow, sword, girdle",28,"spear, sword, girdle, belt"
διδάσκω,11,lsj,instruct; teach; taught; taught how,17,"know, perceive, discover, recognize",11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",43,"know, appear, perceive, look",82,"know, appear, perceive, bring light"
ἐξαπίνης,11,agwn,"happening or coming quickly and without warning: ""a sudden unexpected development""",-1,(outlier),11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",46,"rejoice, care, heed, counsel",89,"care, rejoice, heed, attempt"
κτῆσις,11,lsj,acquisition; success in; possession; your having,32,"prize, contest, gain, win",11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",44,"ask, inquire, pay, prize",85,"prize, gain, win, contest"
ἀτιτάλλω,11,lsj,"rear, tend; cherish; beguile, cajole",43,"return, backwards, rear, home",4,"spear, bronze, eat, silver",9,"spear, bronze, breast, arrow",12,"spear, arrow, sword, girdle",28,"spear, sword, girdle, belt"
ὀδών,11,agwn,"an ability to perform well: ""he was at the top of his form""; ""the team was off form last night""",-1,(outlier),4,"spear, bronze, eat, silver",9,"spear, bronze, breast, arrow",11,"breast, thigh, knee, arm",26,"breast, thigh, knee, arm"
μαστίζω,11,lsj,"whip, flog; whipped; stimulate",-1,(outlier),6,"wind, water, pour, sea",13,"pour, wash, oil, breathe",22,"pour, breathe, flow, spread",45,"breathe, disperse, sprinkle, spread"
καρπός2,11,lsj (homograph 2),wrist; huerfa,-1,(outlier),1,"son, chariot, lord, old",1,"troy, athens, trojan, phthia",1,"troy, trojan, athens, thebes",3,"phthia, lesbos, hang, club"
ἐρίγδουπος,11,lsj,"loud-sounding, thundering",-1,(outlier),12,"shout, speak, rouse, speech",24,"shout, lament, wail, loud",49,"shout, lament, wail, loud",97,"loud, laugh, crash, sound"
