lemma,urn,category,method,embed_score,gloss
συνεκ-φύομαι,urn:cite2:hmt:lsj.chicago_md:n100024,kinship_family,embed,0.489,to be born together; have its origin with
δῐ-λήκῠθον,urn:cite2:hmt:lsj.chicago_md:n27045,kinship_family,embed,0.488,double
διπλεία,urn:cite2:hmt:lsj.chicago_md:n27376,kinship_family,embed,0.488,double
ἐμβολ-ῖται,urn:cite2:hmt:lsj.chicago_md:n34027,kinship_family,embed,0.488,members of guild
ἑνάενος,urn:cite2:hmt:lsj.chicago_md:n34738,kinship_family,embed,0.488,of a year old
εὖνις,urn:cite2:hmt:lsj.chicago_md:n44543,kinship_family,embed,0.488,"reft of, bereaved of; lacking; free from; bereaved of children"
ἐφιππ-αρχία,urn:cite2:hmt:lsj.chicago_md:n45783,kinship_family,embed,0.488,double
καιρ-ωστρίς,urn:cite2:hmt:lsj.chicago_md:n52039,kinship_family,embed,0.488,woman-weaver
κᾰκ-ερως,urn:cite2:hmt:lsj.chicago_md:n52081,kinship_family,embed,0.488,fatally in love
νεο-γενής,urn:cite2:hmt:lsj.chicago_md:n70216,kinship_family,embed,0.488,new-born; newly produced
ὀξυ-θᾰνᾰσία,urn:cite2:hmt:lsj.chicago_md:n74276,kinship_family,embed,0.488,early death
πατρό-βουλος,urn:cite2:hmt:lsj.chicago_md:n80048,kinship_family,embed,0.488,hereditary senator
πεδιοφύλαξ,urn:cite2:hmt:lsj.chicago_md:n80245,kinship_family,embed,0.488,guard of an estate
